Product ID,Product Category,Product Position,Price,Promotion,Foot Traffic,Consumer Demographics,Seasonal,Competitor Price,Sales Volume
PRD1422,Electronics,Front of Store,390.87,Yes,High,Seniors,No,391.72,1437
PRD1423,Food,Aisle,42.15,Yes,High,Young Adults,Yes,36.35,959
PRD1424,Electronics,Aisle,363.17,Yes,Medium,Families,No,324.86,888
PRD1425,Clothing,End-cap,452.87,No,Low,Families,Yes,518.98,716
PRD1426,Electronics,Aisle,323.95,Yes,High,Seniors,Yes,369.15,871
PRD1427,Clothing,End-cap,,Yes,High,Seniors,Yes,196.77,824
PRD1428,Electronics,End-cap,488.76,Yes,Medium,Young Adults,Yes,555.01,940
PRD1429,Food,Aisle,135.74,No,Medium,Seniors,Yes,141.41,417
PRD1430,Clothing,Aisle,29.79,,Low,Seniors,Yes,33.08,377
PRD1431,Electronics,Front of Store,407.52,Yes,Medium,Young Adults,Yes,401.99,1069
PRD1432,Electronics,Front of Store,437.7,Yes,High,Seniors,No,439.75,1110
PRD1433,Food,Front of Store,426.86,Yes,High,Young Adults,No,425.43,1154
PRD1434,Food,End-cap,183.31,No,Low,Seniors,No,192.49,548
PRD1435,Food,End-cap,340.0,Yes,Low,Seniors,No,303.24,799
PRD1436,Electronics,End-cap,215.87,Yes,Low,Seniors,No,185.43,207
PRD1437,Food,End-cap,62.37,No,Medium,Families,Yes,58.78,572
PRD1438,Electronics,End-cap,426.37,Yes,Medium,Seniors,No,452.55,1064
PRD1439,Food,End-cap,445.69,No,Low,Young Adults,Yes,405.83,666
PRD1440,Electronics,Aisle,9.79,No,High,Families,No,10.3,703
PRD1441,Clothing,Front of Store,73.51,Yes,High,Families,Yes,83.87,562
PRD1442,Food,Front of Store,325.36,Yes,Medium,Seniors,No,285.72,925
PRD1443,Clothing,Front of Store,167.69,,High,College Students,Yes,176.37,801
PRD1444,Electronics,Aisle,447.79,No,Medium,Families,Yes,440.23,321
PRD1445,Clothing,Front of Store,477.77,No,High,Young Adults,No,530.54,804
PRD1446,Food,End-cap,137.81,,Medium,Seniors,Yes,124.46,661
PRD1447,Food,Aisle,367.87,Yes,Medium,Young Adults,Yes,389.13,585
PRD1448,Electronics,Aisle,189.45,No,High,College Students,No,208.67,279
PRD1449,Food,Front of Store,174.65,Yes,High,Seniors,Yes,197.95,1633
PRD1450,Clothing,End-cap,61.35,No,Medium,Young Adults,Yes,64.72,1064
PRD1451,Food,Front of Store,203.12,No,High,Young Adults,No,202.95,1075
PRD1452,Clothing,Aisle,,Yes,Low,Seniors,No,239.16,329
PRD1453,Food,Front of Store,418.68,Yes,Medium,College Students,No,465.02,806
PRD1454,Electronics,Aisle,346.5,No,High,Families,No,353.84,823
PRD1455,Food,Aisle,241.73,,High,Families,No,207.67,884
PRD1456,Electronics,Aisle,213.76,No,High,Seniors,Yes,241.4,990
PRD1457,Food,End-cap,443.63,Yes,Low,Seniors,Yes,468.85,546
PRD1458,Electronics,End-cap,87.56,,Medium,Seniors,No,92.2,1025
PRD1459,Clothing,Front of Store,70.59,Yes,Low,Seniors,No,64.57,620
PRD1460,Clothing,Front of Store,364.57,Yes,High,College Students,Yes,381.95,1849
PRD1461,Clothing,Front of Store,490.88,Yes,Low,Young Adults,No,475.25,661
PRD1462,Clothing,End-cap,422.95,No,Low,Young Adults,Yes,442.14,666
PRD1463,Electronics,Front of Store,56.34,No,Medium,College Students,Yes,49.69,615
PRD1464,Electronics,End-cap,456.06,No,Medium,Seniors,Yes,477.66,1095
PRD1465,Clothing,Aisle,243.92,No,High,Families,No,280.47,926
PRD1466,Clothing,Aisle,,No,Low,Seniors,No,247.78,259
PRD1467,Clothing,End-cap,221.89,No,Medium,Young Adults,Yes,253.65,1094
PRD1468,Food,End-cap,307.6,Yes,Low,Seniors,Yes,299.01,770
PRD1469,Clothing,Aisle,390.69,No,Low,Young Adults,No,434.14,333
PRD1470,Electronics,End-cap,307.62,No,Medium,Seniors,Yes,333.68,659
PRD1471,Electronics,Aisle,431.98,No,Medium,Families,Yes,440.66,598
PRD1472,Electronics,Front of Store,440.58,Yes,Medium,Young Adults,Yes,472.1,977
PRD1473,Food,Aisle,365.0,Yes,High,Seniors,Yes,406.45,1135
PRD1474,Food,Aisle,446.42,No,Medium,College Students,Yes,433.58,546
PRD1475,Food,Front of Store,244.12,,Low,Seniors,No,231.45,824
PRD1476,Food,End-cap,246.62,Yes,Medium,Families,Yes,259.02,1322
PRD1477,Electronics,Front of Store,444.36,Yes,Medium,College Students,Yes,485.4,907
PRD1478,Food,Aisle,223.14,Yes,High,Families,Yes,240.7,1375
PRD1479,Food,Aisle,36.35,No,High,Seniors,Yes,39.6,569
PRD1480,Food,Aisle,329.21,Yes,Low,College Students,No,322.85,509
PRD1481,Clothing,Aisle,11.12,Yes,High,Young Adults,Yes,12.18,1654
PRD1482,Electronics,Aisle,434.82,No,Low,College Students,Yes,385.28,327
PRD1483,Food,Front of Store,264.78,No,High,College Students,No,268.31,738
PRD1484,Clothing,Aisle,373.09,Yes,Low,Seniors,Yes,317.77,365
PRD1485,Electronics,End-cap,363.27,No,Low,Young Adults,Yes,344.15,329
PRD1486,Food,Front of Store,115.87,No,High,Young Adults,No,111.23,688
PRD1487,Electronics,Front of Store,478.1,Yes,Low,College Students,Yes,463.21,485
PRD1488,Electronics,Front of Store,437.21,,High,College Students,No,462.85,744
PRD1489,Clothing,Aisle,261.95,Yes,Medium,College Students,Yes,253.19,653
PRD1490,Food,Aisle,345.68,No,Medium,Young Adults,No,340.36,635
PRD1491,Electronics,Front of Store,311.03,No,High,College Students,No,286.54,654
PRD1492,Clothing,Aisle,219.26,Yes,Medium,Families,No,210.92,946
PRD1493,Electronics,End-cap,364.69,No,Medium,Seniors,Yes,334.85,807
PRD1494,Electronics,End-cap,243.56,No,High,Seniors,No,212.37,1374
PRD1495,Clothing,Aisle,333.54,No,High,Seniors,No,343.89,662
PRD1496,Electronics,Front of Store,322.5,Yes,High,College Students,No,338.77,1616
PRD1497,Clothing,Aisle,78.58,Yes,Medium,Seniors,Yes,81.4,480
PRD1498,Food,Aisle,414.09,No,Low,College Students,Yes,409.55,443
PRD1499,Electronics,Aisle,,No,High,Seniors,No,430.46,788
PRD1500,Food,Front of Store,308.39,,High,Young Adults,No,342.0,1154
